"idCaptura";"fkMaquinaRecurso";"registro";"dthCriacao"
2014;6;0.0;"2024-10-15 10:46:03"
2015;3;0.0;"2024-10-15 10:46:03"
2016;4;1.0;"2024-10-15 10:46:03"
2017;7;678.0;"2024-10-15 10:46:21"
2018;8;40.0;"2024-10-15 10:46:21"
2019;10;583791.0;"2024-10-15 10:46:21"
2020;9;127118.0;"2024-10-15 10:46:21"
2021;1;2.6;"2024-10-15 10:46:33"
2022;2;71.6;"2024-10-15 10:46:33"
2023;5;0.0;"2024-10-15 10:46:33"
2024;6;0.0;"2024-10-15 10:46:33"
2025;3;0.0;"2024-10-15 10:46:33"
2026;4;1.0;"2024-10-15 10:46:33"
2027;7;679.0;"2024-10-15 10:46:51"
2028;8;40.0;"2024-10-15 10:46:51"
2029;10;583960.0;"2024-10-15 10:46:52"
2030;9;127261.0;"2024-10-15 10:46:52"
2031;1;2.0;"2024-10-15 10:47:04"
2032;2;71.8;"2024-10-15 10:47:04"
2033;5;0.0;"2024-10-15 10:47:04"
2034;6;0.0;"2024-10-15 10:47:04"
2035;3;0.0;"2024-10-15 10:47:04"
2036;4;1.0;"2024-10-15 10:47:04"
2037;7;679.0;"2024-10-15 10:47:22"
2038;8;41.0;"2024-10-15 10:47:22"
2039;10;584098.0;"2024-10-15 10:47:22"
2040;9;127396.0;"2024-10-15 10:47:22"
2041;1;1.9;"2024-10-15 10:47:34"
2042;2;72.0;"2024-10-15 10:47:34"
2043;5;0.0;"2024-10-15 10:47:34"
2044;6;0.0;"2024-10-15 10:47:34"
2045;3;0.0;"2024-10-15 10:47:34"
2046;4;1.0;"2024-10-15 10:47:34"
2047;7;681.0;"2024-10-15 10:47:52"
2048;8;41.0;"2024-10-15 10:47:52"
2049;10;586174.0;"2024-10-15 10:47:52"
2050;9;128222.0;"2024-10-15 10:47:52"
2051;1;8.2;"2024-10-15 10:48:04"
2052;2;73.4;"2024-10-15 10:48:04"
2053;5;0.0;"2024-10-15 10:48:04"
2054;6;0.0;"2024-10-15 10:48:04"
2055;3;0.0;"2024-10-15 10:48:04"
2056;4;1.0;"2024-10-15 10:48:04"
2057;7;684.0;"2024-10-15 10:48:23"
2058;8;41.0;"2024-10-15 10:48:23"
2059;10;588373.0;"2024-10-15 10:48:23"
2060;9;128678.0;"2024-10-15 10:48:23"
2061;1;3.3;"2024-10-15 10:48:34"
2062;2;73.5;"2024-10-15 10:48:34"
2063;5;0.0;"2024-10-15 10:48:34"
2064;6;0.0;"2024-10-15 10:48:34"
2065;3;0.0;"2024-10-15 10:48:34"
2066;4;1.0;"2024-10-15 10:48:34"
2067;7;684.0;"2024-10-15 10:48:53"
2068;8;41.0;"2024-10-15 10:48:53"
2069;10;588747.0;"2024-10-15 10:48:53"
2070;9;128955.0;"2024-10-15 10:48:53"
2071;1;5.1;"2024-10-15 10:49:04"
2072;2;73.6;"2024-10-15 10:49:04"
2073;5;0.0;"2024-10-15 10:49:04"
2074;6;0.0;"2024-10-15 10:49:04"
2075;3;0.0;"2024-10-15 10:49:04"
2076;4;1.0;"2024-10-15 10:49:04"
2077;7;688.0;"2024-10-15 10:49:24"
2078;8;41.0;"2024-10-15 10:49:24"
2079;10;591970.0;"2024-10-15 10:49:24"
2080;9;129921.0;"2024-10-15 10:49:24"
2081;1;18.2;"2024-10-15 10:49:34"
2082;2;72.9;"2024-10-15 10:49:34"
2083;5;0.0;"2024-10-15 10:49:34"
2084;6;0.0;"2024-10-15 10:49:34"
2085;3;0.0;"2024-10-15 10:49:34"
2086;4;1.0;"2024-10-15 10:49:34"
2087;7;689.0;"2024-10-15 10:49:54"
2088;8;41.0;"2024-10-15 10:49:54"
2089;10;593226.0;"2024-10-15 10:49:54"
2090;9;130454.0;"2024-10-15 10:49:54"
2091;1;8.7;"2024-10-15 10:50:04"
2092;2;71.4;"2024-10-15 10:50:04"
2093;5;0.0;"2024-10-15 10:50:04"
2094;6;0.0;"2024-10-15 10:50:04"
2095;3;0.0;"2024-10-15 10:50:04"
2096;4;1.0;"2024-10-15 10:50:04"
2097;7;690.0;"2024-10-15 10:50:25"
2098;8;41.0;"2024-10-15 10:50:25"
2099;10;594180.0;"2024-10-15 10:50:25"
2100;9;130708.0;"2024-10-15 10:50:25"
2101;1;6.5;"2024-10-15 10:50:34"
2102;2;70.7;"2024-10-15 10:50:34"
2103;5;0.0;"2024-10-15 10:50:34"
2104;6;0.0;"2024-10-15 10:50:34"
2105;3;0.0;"2024-10-15 10:50:34"
2106;4;1.0;"2024-10-15 10:50:34"
2107;7;691.0;"2024-10-15 10:50:55"
2108;8;41.0;"2024-10-15 10:50:55"
2109;10;595107.0;"2024-10-15 10:50:55"
2110;9;130945.0;"2024-10-15 10:50:55"
2111;1;1.7;"2024-10-15 10:51:04"
2112;2;70.2;"2024-10-15 10:51:04"
2113;5;0.0;"2024-10-15 10:51:04"
2114;6;0.0;"2024-10-15 10:51:04"
2115;3;0.0;"2024-10-15 10:51:04"
2116;4;1.0;"2024-10-15 10:51:04"
2117;7;692.0;"2024-10-15 10:51:26"
2118;8;42.0;"2024-10-15 10:51:26"
2119;10;596015.0;"2024-10-15 10:51:26"
2120;9;131254.0;"2024-10-15 10:51:26"
2121;1;10.2;"2024-10-15 10:51:34"
2122;2;71.1;"2024-10-15 10:51:34"
2123;5;0.0;"2024-10-15 10:51:34"
2124;6;0.0;"2024-10-15 10:51:34"
2125;3;0.0;"2024-10-15 10:51:34"
2126;4;1.0;"2024-10-15 10:51:34"
2127;7;692.0;"2024-10-15 10:51:57"
2128;8;42.0;"2024-10-15 10:51:57"
2129;10;596133.0;"2024-10-15 10:51:57"
2130;9;131370.0;"2024-10-15 10:51:57"
2131;1;4.9;"2024-10-15 10:52:04"
2132;2;70.4;"2024-10-15 10:52:04"
2133;5;0.0;"2024-10-15 10:52:04"
2134;6;0.0;"2024-10-15 10:52:04"
2135;3;0.0;"2024-10-15 10:52:05"
2136;4;1.0;"2024-10-15 10:52:05"
2137;7;692.0;"2024-10-15 10:52:27"
2138;8;42.0;"2024-10-15 10:52:27"
2139;10;596183.0;"2024-10-15 10:52:27"
2140;9;131435.0;"2024-10-15 10:52:27"
2141;1;3.4;"2024-10-15 10:52:35"
2142;2;70.6;"2024-10-15 10:52:35"
2143;5;0.0;"2024-10-15 10:52:35"
2144;6;0.0;"2024-10-15 10:52:35"
2145;3;0.0;"2024-10-15 10:52:35"
2146;4;1.0;"2024-10-15 10:52:35"
2147;7;692.0;"2024-10-15 10:52:58"
2148;8;42.0;"2024-10-15 10:52:58"
2149;10;596499.0;"2024-10-15 10:52:58"
2150;9;131717.0;"2024-10-15 10:52:58"
2151;1;4.8;"2024-10-15 10:53:05"
2152;2;70.9;"2024-10-15 10:53:05"
2153;5;0.0;"2024-10-15 10:53:05"
2154;6;0.0;"2024-10-15 10:53:05"
2155;3;0.0;"2024-10-15 10:53:05"
2156;4;1.0;"2024-10-15 10:53:05"
2157;7;703.0;"2024-10-15 10:53:28"
2158;8;42.0;"2024-10-15 10:53:28"
2159;10;604898.0;"2024-10-15 10:53:28"
2160;9;133975.0;"2024-10-15 10:53:28"
2161;1;9.8;"2024-10-15 10:53:35"
2162;2;71.7;"2024-10-15 10:53:35"
2163;5;0.0;"2024-10-15 10:53:35"
2164;6;0.0;"2024-10-15 10:53:35"
2165;3;0.0;"2024-10-15 10:53:35"
2166;4;1.0;"2024-10-15 10:53:35"
2167;7;705.0;"2024-10-15 10:53:58"
2168;8;43.0;"2024-10-15 10:53:59"
2169;10;606489.0;"2024-10-15 10:53:59"
2170;9;134397.0;"2024-10-15 10:53:59"
2171;1;6.2;"2024-10-15 10:54:05"
2172;2;71.6;"2024-10-15 10:54:05"
2173;5;0.0;"2024-10-15 10:54:05"
2174;6;0.0;"2024-10-15 10:54:05"
2175;3;0.0;"2024-10-15 10:54:05"
2176;4;1.0;"2024-10-15 10:54:05"
2177;7;709.0;"2024-10-15 10:54:29"
2178;8;43.0;"2024-10-15 10:54:29"
2179;10;610157.0;"2024-10-15 10:54:29"
2180;9;135464.0;"2024-10-15 10:54:29"
2181;1;10.8;"2024-10-15 10:54:35"
2182;2;71.9;"2024-10-15 10:54:35"
2183;5;0.0;"2024-10-15 10:54:35"
2184;6;0.0;"2024-10-15 10:54:35"
2185;3;0.0;"2024-10-15 10:54:35"
2186;4;1.0;"2024-10-15 10:54:35"
2187;7;711.0;"2024-10-15 10:55:00"
2188;8;43.0;"2024-10-15 10:55:00"
2189;10;611476.0;"2024-10-15 10:55:00"
2190;9;135887.0;"2024-10-15 10:55:00"
2191;1;3.3;"2024-10-15 10:55:05"
2192;2;71.6;"2024-10-15 10:55:05"
2193;5;0.0;"2024-10-15 10:55:05"
2194;6;0.0;"2024-10-15 10:55:05"
2195;3;0.0;"2024-10-15 10:55:05"
2196;4;1.0;"2024-10-15 10:55:05"
2197;7;711.0;"2024-10-15 10:55:30"
2198;8;43.0;"2024-10-15 10:55:30"
2199;10;612000.0;"2024-10-15 10:55:30"
2200;9;136159.0;"2024-10-15 10:55:30"
2201;1;6.4;"2024-10-15 10:55:35"
2202;2;70.1;"2024-10-15 10:55:35"
2203;5;0.0;"2024-10-15 10:55:35"
2204;6;0.0;"2024-10-15 10:55:35"
2205;3;0.0;"2024-10-15 10:55:35"
2206;4;1.0;"2024-10-15 10:55:35"
2207;7;712.0;"2024-10-15 10:56:00"
2208;8;44.0;"2024-10-15 10:56:01"
2209;10;612842.0;"2024-10-15 10:56:01"
2210;9;136752.0;"2024-10-15 10:56:01"
2211;1;5.6;"2024-10-15 10:56:05"
2212;2;70.9;"2024-10-15 10:56:05"
2213;5;0.0;"2024-10-15 10:56:05"
2214;6;0.0;"2024-10-15 10:56:05"
2215;3;0.0;"2024-10-15 10:56:05"
2216;4;1.0;"2024-10-15 10:56:05"
2217;7;713.0;"2024-10-15 10:56:31"
2218;8;44.0;"2024-10-15 10:56:31"
2219;10;614542.0;"2024-10-15 10:56:31"
2220;9;137428.0;"2024-10-15 10:56:31"
2221;1;4.9;"2024-10-15 10:56:35"
2222;2;70.5;"2024-10-15 10:56:35"
2223;5;0.0;"2024-10-15 10:56:35"
2224;6;0.0;"2024-10-15 10:56:35"
2225;3;0.0;"2024-10-15 10:56:35"
2226;4;1.0;"2024-10-15 10:56:35"
2227;7;715.0;"2024-10-15 10:57:02"
2228;8;44.0;"2024-10-15 10:57:02"
2229;10;616373.0;"2024-10-15 10:57:02"
2230;9;138104.0;"2024-10-15 10:57:02"
2231;1;6.4;"2024-10-15 10:57:05"
2232;2;71.2;"2024-10-15 10:57:05"
2233;5;0.0;"2024-10-15 10:57:05"
2234;6;0.0;"2024-10-15 10:57:05"
2235;3;0.0;"2024-10-15 10:57:05"
2236;4;1.0;"2024-10-15 10:57:05"
2237;7;719.0;"2024-10-15 10:57:32"
2238;8;44.0;"2024-10-15 10:57:32"
2239;10;619552.0;"2024-10-15 10:57:32"
2240;9;139109.0;"2024-10-15 10:57:32"
2241;1;9.3;"2024-10-15 10:57:35"
2242;2;71.5;"2024-10-15 10:57:35"
2243;5;0.0;"2024-10-15 10:57:35"
2244;6;0.0;"2024-10-15 10:57:35"
2245;3;0.0;"2024-10-15 10:57:36"
2246;4;1.0;"2024-10-15 10:57:36"
2247;7;721.0;"2024-10-15 10:58:03"
2248;8;45.0;"2024-10-15 10:58:03"
2249;10;621122.0;"2024-10-15 10:58:03"
2250;9;139695.0;"2024-10-15 10:58:03"
2251;1;6.1;"2024-10-15 10:58:06"
2252;2;70.9;"2024-10-15 10:58:06"
2253;5;0.0;"2024-10-15 10:58:06"
2254;6;0.0;"2024-10-15 10:58:06"
2255;3;0.0;"2024-10-15 10:58:06"
2256;4;1.0;"2024-10-15 10:58:06"
2257;7;725.0;"2024-10-15 10:58:33"
2258;8;45.0;"2024-10-15 10:58:33"
2259;10;624317.0;"2024-10-15 10:58:33"
2260;9;140666.0;"2024-10-15 10:58:33"
2261;1;5.2;"2024-10-15 10:58:36"
2262;2;70.5;"2024-10-15 10:58:36"
2263;5;0.0;"2024-10-15 10:58:36"
2264;6;0.0;"2024-10-15 10:58:36"
2265;3;0.0;"2024-10-15 10:58:36"
2266;4;1.0;"2024-10-15 10:58:36"
2267;7;730.0;"2024-10-15 10:59:04"
2268;8;45.0;"2024-10-15 10:59:04"
2269;10;629489.0;"2024-10-15 10:59:04"
2270;9;142309.0;"2024-10-15 10:59:04"
2271;1;8.9;"2024-10-15 10:59:06"
2272;2;72.0;"2024-10-15 10:59:06"
2273;5;0.0;"2024-10-15 10:59:06"
2274;6;0.0;"2024-10-15 10:59:06"
2275;3;0.0;"2024-10-15 10:59:06"
2276;4;1.0;"2024-10-15 10:59:06"
2277;7;737.0;"2024-10-15 10:59:34"
2278;8;46.0;"2024-10-15 10:59:34"
2279;10;635517.0;"2024-10-15 10:59:34"
2280;9;143978.0;"2024-10-15 10:59:34"
2281;1;9.9;"2024-10-15 10:59:36"
2282;2;71.9;"2024-10-15 10:59:36"
2283;5;0.0;"2024-10-15 10:59:36"
2284;6;0.0;"2024-10-15 10:59:36"
2285;3;0.0;"2024-10-15 10:59:36"
2286;4;1.0;"2024-10-15 10:59:36"
2287;7;751.0;"2024-10-15 11:00:05"
2288;8;47.0;"2024-10-15 11:00:05"
2289;10;645839.0;"2024-10-15 11:00:05"
2290;9;146282.0;"2024-10-15 11:00:05"
2291;1;7.3;"2024-10-15 11:00:06"
2292;2;71.2;"2024-10-15 11:00:06"
2293;5;0.0;"2024-10-15 11:00:06"
2294;6;0.0;"2024-10-15 11:00:06"
2295;3;0.0;"2024-10-15 11:00:06"
2296;4;1.0;"2024-10-15 11:00:06"
2297;7;753.0;"2024-10-15 11:00:35"
2298;8;48.0;"2024-10-15 11:00:35"
2299;10;647932.0;"2024-10-15 11:00:35"
2300;9;147082.0;"2024-10-15 11:00:35"
2301;1;7.9;"2024-10-15 11:00:36"
2302;2;69.8;"2024-10-15 11:00:36"
2303;5;0.0;"2024-10-15 11:00:36"
2304;6;0.0;"2024-10-15 11:00:36"
2305;3;0.0;"2024-10-15 11:00:36"
2306;4;1.0;"2024-10-15 11:00:36"
2307;7;756.0;"2024-10-15 11:01:06"
2308;8;48.0;"2024-10-15 11:01:06"
2309;10;650355.0;"2024-10-15 11:01:06"
2310;9;147898.0;"2024-10-15 11:01:06"
2311;1;6.4;"2024-10-15 11:01:06"
2312;2;70.1;"2024-10-15 11:01:06"
2313;5;0.0;"2024-10-15 11:01:06"
2314;6;0.0;"2024-10-15 11:01:06"
2315;3;0.0;"2024-10-15 11:01:06"
2316;4;1.0;"2024-10-15 11:01:06"
2317;7;756.0;"2024-10-15 11:01:36"
2318;8;48.0;"2024-10-15 11:01:36"
2319;10;651082.0;"2024-10-15 11:01:36"
2320;9;148396.0;"2024-10-15 11:01:36"
2321;1;8.9;"2024-10-15 11:01:36"
2322;2;71.0;"2024-10-15 11:01:36"
2323;5;0.0;"2024-10-15 11:01:36"
2324;6;0.0;"2024-10-15 11:01:36"
2325;3;0.0;"2024-10-15 11:01:36"
2326;4;1.0;"2024-10-15 11:01:36"
2327;1;7.8;"2024-10-15 11:02:06"
2328;2;71.3;"2024-10-15 11:02:06"
2329;5;0.0;"2024-10-15 11:02:06"
2330;6;0.0;"2024-10-15 11:02:06"
2331;3;0.0;"2024-10-15 11:02:06"
2332;4;1.0;"2024-10-15 11:02:06"
2333;7;763.0;"2024-10-15 11:02:07"
2334;8;48.0;"2024-10-15 11:02:07"
2335;10;656189.0;"2024-10-15 11:02:07"
2336;9;149831.0;"2024-10-15 11:02:07"
2337;1;8.1;"2024-10-15 11:02:36"
2338;2;71.3;"2024-10-15 11:02:36"
2339;5;0.0;"2024-10-15 11:02:36"
2340;6;0.0;"2024-10-15 11:02:36"
2341;3;0.0;"2024-10-15 11:02:36"
2342;4;1.0;"2024-10-15 11:02:36"
2343;7;770.0;"2024-10-15 11:02:37"
2344;8;49.0;"2024-10-15 11:02:37"
2345;10;661922.0;"2024-10-15 11:02:37"
2346;9;151363.0;"2024-10-15 11:02:37"
2347;1;4.9;"2024-10-15 11:03:06"
2348;2;71.2;"2024-10-15 11:03:06"
2349;5;0.0;"2024-10-15 11:03:06"
2350;6;0.0;"2024-10-15 11:03:06"
2351;3;0.0;"2024-10-15 11:03:06"
2352;4;1.0;"2024-10-15 11:03:06"
2353;7;771.0;"2024-10-15 11:03:08"
2354;8;49.0;"2024-10-15 11:03:08"
2355;10;663260.0;"2024-10-15 11:03:08"
2356;9;151942.0;"2024-10-15 11:03:08"
2357;1;9.5;"2024-10-15 11:03:36"
2358;2;72.5;"2024-10-15 11:03:37"
2359;5;0.0;"2024-10-15 11:03:37"
2360;6;0.0;"2024-10-15 11:03:37"
2361;3;0.0;"2024-10-15 11:03:37"
2362;4;1.0;"2024-10-15 11:03:37"
2363;7;785.0;"2024-10-15 11:03:38"
2364;8;50.0;"2024-10-15 11:03:38"
2365;10;674064.0;"2024-10-15 11:03:38"
2366;9;154469.0;"2024-10-15 11:03:38"
2367;1;7.5;"2024-10-15 11:04:07"
2368;2;72.0;"2024-10-15 11:04:07"
2369;5;0.0;"2024-10-15 11:04:07"
2370;6;0.0;"2024-10-15 11:04:07"
2371;3;0.0;"2024-10-15 11:04:07"
2372;4;1.0;"2024-10-15 11:04:07"
2373;7;789.0;"2024-10-15 11:04:09"
2374;8;50.0;"2024-10-15 11:04:09"
2375;10;676676.0;"2024-10-15 11:04:09"
2376;9;155277.0;"2024-10-15 11:04:09"
2377;1;16.0;"2024-10-15 11:04:37"
2378;2;71.9;"2024-10-15 11:04:37"
2379;5;0.0;"2024-10-15 11:04:37"
2380;6;0.0;"2024-10-15 11:04:37"
2381;3;0.0;"2024-10-15 11:04:37"
2382;4;1.0;"2024-10-15 11:04:37"
2383;7;789.0;"2024-10-15 11:04:39"
2384;8;50.0;"2024-10-15 11:04:39"
2385;10;677092.0;"2024-10-15 11:04:39"
2386;9;155615.0;"2024-10-15 11:04:39"
2387;1;8.9;"2024-10-15 11:05:07"
2388;2;72.4;"2024-10-15 11:05:07"
2389;5;0.0;"2024-10-15 11:05:07"
2390;6;0.0;"2024-10-15 11:05:07"
2391;3;0.0;"2024-10-15 11:05:07"
2392;4;1.0;"2024-10-15 11:05:07"
2393;7;806.0;"2024-10-15 11:05:10"
2394;8;51.0;"2024-10-15 11:05:10"
2395;10;690711.0;"2024-10-15 11:05:10"
2396;9;159397.0;"2024-10-15 11:05:10"
2397;1;16.3;"2024-10-15 11:05:37"
2398;2;74.3;"2024-10-15 11:05:37"
2399;5;0.0;"2024-10-15 11:05:37"
2400;6;0.0;"2024-10-15 11:05:37"
2401;3;0.0;"2024-10-15 11:05:37"
2402;4;1.0;"2024-10-15 11:05:37"
2403;7;827.0;"2024-10-15 11:05:40"
2404;8;51.0;"2024-10-15 11:05:40"
2405;10;706264.0;"2024-10-15 11:05:40"
2406;9;163237.0;"2024-10-15 11:05:40"
2407;1;8.4;"2024-10-15 11:06:07"
2408;2;74.2;"2024-10-15 11:06:07"
2409;5;0.0;"2024-10-15 11:06:07"
2410;6;0.0;"2024-10-15 11:06:07"
2411;3;0.0;"2024-10-15 11:06:07"
2412;4;1.0;"2024-10-15 11:06:07"
2413;7;834.0;"2024-10-15 11:06:11"
2414;8;52.0;"2024-10-15 11:06:11"
2415;10;712707.0;"2024-10-15 11:06:11"
2416;9;165057.0;"2024-10-15 11:06:11"
2417;1;13.9;"2024-10-15 11:06:37"
2418;2;76.4;"2024-10-15 11:06:37"
2419;5;0.0;"2024-10-15 11:06:37"
2420;6;0.0;"2024-10-15 11:06:37"
2421;3;0.0;"2024-10-15 11:06:37"
2422;4;1.0;"2024-10-15 11:06:37"
2423;7;851.0;"2024-10-15 11:06:41"
2424;8;52.0;"2024-10-15 11:06:41"
2425;10;726342.0;"2024-10-15 11:06:41"
2426;9;168887.0;"2024-10-15 11:06:41"
2427;1;9.4;"2024-10-15 11:07:07"
2428;2;76.6;"2024-10-15 11:07:07"
2429;5;0.0;"2024-10-15 11:07:07"
2430;6;0.0;"2024-10-15 11:07:07"
2431;3;0.0;"2024-10-15 11:07:07"
2432;4;1.0;"2024-10-15 11:07:07"
2433;7;859.0;"2024-10-15 11:07:12"
2434;8;52.0;"2024-10-15 11:07:12"
2435;10;732869.0;"2024-10-15 11:07:12"
2436;9;170601.0;"2024-10-15 11:07:12"
2437;1;7.2;"2024-10-15 11:07:37"
2438;2;76.1;"2024-10-15 11:07:37"
2439;5;0.0;"2024-10-15 11:07:37"
2440;6;0.0;"2024-10-15 11:07:37"
2441;3;0.0;"2024-10-15 11:07:37"
2442;4;1.0;"2024-10-15 11:07:37"
2443;7;862.0;"2024-10-15 11:07:42"
2444;8;53.0;"2024-10-15 11:07:42"
2445;10;735655.0;"2024-10-15 11:07:42"
2446;9;171443.0;"2024-10-15 11:07:42"
2447;1;9.7;"2024-10-15 11:08:07"
2448;2;77.6;"2024-10-15 11:08:07"
2449;5;0.0;"2024-10-15 11:08:07"
2450;6;0.0;"2024-10-15 11:08:07"
2451;3;0.0;"2024-10-15 11:08:07"
2452;4;1.0;"2024-10-15 11:08:07"
2453;7;865.0;"2024-10-15 11:08:13"
2454;8;53.0;"2024-10-15 11:08:13"
2455;10;738496.0;"2024-10-15 11:08:13"
2456;9;172493.0;"2024-10-15 11:08:13"
2457;1;11.3;"2024-10-15 11:08:37"
2458;2;75.0;"2024-10-15 11:08:37"
2459;5;0.0;"2024-10-15 11:08:37"
2460;6;0.0;"2024-10-15 11:08:37"
2461;3;0.0;"2024-10-15 11:08:37"
2462;4;1.0;"2024-10-15 11:08:37"
2463;7;869.0;"2024-10-15 11:08:43"
2464;8;53.0;"2024-10-15 11:08:43"
2465;10;741765.0;"2024-10-15 11:08:43"
2466;9;173634.0;"2024-10-15 11:08:43"
2467;1;7.4;"2024-10-15 11:09:07"
2468;2;72.8;"2024-10-15 11:09:07"
2469;5;0.0;"2024-10-15 11:09:07"
2470;6;0.0;"2024-10-15 11:09:07"
2471;3;0.0;"2024-10-15 11:09:08"
2472;4;1.0;"2024-10-15 11:09:08"
2473;7;870.0;"2024-10-15 11:09:14"
2474;8;53.0;"2024-10-15 11:09:14"
2475;10;743015.0;"2024-10-15 11:09:14"
2476;9;174237.0;"2024-10-15 11:09:14"
2477;1;6.9;"2024-10-15 11:09:38"
2478;2;72.7;"2024-10-15 11:09:38"
2479;5;0.0;"2024-10-15 11:09:38"
2480;6;0.0;"2024-10-15 11:09:38"
2481;3;0.0;"2024-10-15 11:09:38"
2482;4;1.0;"2024-10-15 11:09:38"
2483;7;876.0;"2024-10-15 11:09:44"
2484;8;54.0;"2024-10-15 11:09:44"
2485;10;747703.0;"2024-10-15 11:09:44"
2486;9;175468.0;"2024-10-15 11:09:44"
2487;1;6.4;"2024-10-15 11:10:08"
2488;2;73.0;"2024-10-15 11:10:08"
2489;5;0.0;"2024-10-15 11:10:08"
2490;6;0.0;"2024-10-15 11:10:08"
2491;3;0.0;"2024-10-15 11:10:08"
2492;4;1.0;"2024-10-15 11:10:08"
2493;7;888.0;"2024-10-15 11:10:15"
2494;8;54.0;"2024-10-15 11:10:15"
2495;10;756828.0;"2024-10-15 11:10:15"
2496;9;177474.0;"2024-10-15 11:10:15"
2497;1;9.0;"2024-10-15 11:10:38"
2498;2;72.0;"2024-10-15 11:10:38"
2499;5;0.0;"2024-10-15 11:10:38"
2500;6;0.0;"2024-10-15 11:10:38"
2501;3;0.0;"2024-10-15 11:10:38"
2502;4;1.0;"2024-10-15 11:10:38"
2503;7;892.0;"2024-10-15 11:10:45"
2504;8;55.0;"2024-10-15 11:10:45"
2505;10;760012.0;"2024-10-15 11:10:45"
2506;9;178422.0;"2024-10-15 11:10:45"
2507;1;5.7;"2024-10-15 11:11:08"
2508;2;72.1;"2024-10-15 11:11:08"
2509;5;0.0;"2024-10-15 11:11:08"
2510;6;0.0;"2024-10-15 11:11:08"
2511;3;0.0;"2024-10-15 11:11:08"
2512;4;1.0;"2024-10-15 11:11:08"
2513;7;894.0;"2024-10-15 11:11:16"
2514;8;55.0;"2024-10-15 11:11:16"
2515;10;761872.0;"2024-10-15 11:11:16"
2516;9;179115.0;"2024-10-15 11:11:16"
2517;1;11.2;"2024-10-15 11:11:38"
2518;2;72.5;"2024-10-15 11:11:38"
2519;5;0.0;"2024-10-15 11:11:38"
2520;6;0.0;"2024-10-15 11:11:38"
2521;3;0.0;"2024-10-15 11:11:38"
2522;4;1.0;"2024-10-15 11:11:38"
2523;7;895.0;"2024-10-15 11:11:46"
2524;8;55.0;"2024-10-15 11:11:46"
2525;10;762266.0;"2024-10-15 11:11:46"
2526;9;179506.0;"2024-10-15 11:11:46"
2527;1;8.5;"2024-10-15 11:12:08"
2528;2;72.5;"2024-10-15 11:12:08"
2529;5;0.0;"2024-10-15 11:12:08"
2530;6;0.0;"2024-10-15 11:12:08"
2531;3;0.0;"2024-10-15 11:12:08"
2532;4;1.0;"2024-10-15 11:12:08"
2533;7;895.0;"2024-10-15 11:12:17"
2534;8;55.0;"2024-10-15 11:12:17"
2535;10;762874.0;"2024-10-15 11:12:17"
2536;9;179816.0;"2024-10-15 11:12:17"
2537;1;5.8;"2024-10-15 11:12:38"
2538;2;72.1;"2024-10-15 11:12:38"
2539;5;0.0;"2024-10-15 11:12:38"
2540;6;0.0;"2024-10-15 11:12:38"
2541;3;0.0;"2024-10-15 11:12:38"
2542;4;1.0;"2024-10-15 11:12:38"
2543;7;895.0;"2024-10-15 11:12:47"
2544;8;55.0;"2024-10-15 11:12:47"
2545;10;762991.0;"2024-10-15 11:12:47"
2546;9;179919.0;"2024-10-15 11:12:47"
2547;1;4.8;"2024-10-15 11:13:08"
2548;2;71.9;"2024-10-15 11:13:08"
2549;5;0.0;"2024-10-15 11:13:08"
2550;6;0.0;"2024-10-15 11:13:08"
2551;3;0.0;"2024-10-15 11:13:08"
2552;4;1.0;"2024-10-15 11:13:08"
2553;7;895.0;"2024-10-15 11:13:18"
2554;8;55.0;"2024-10-15 11:13:18"
2555;10;763137.0;"2024-10-15 11:13:18"
2556;9;180146.0;"2024-10-15 11:13:18"
2557;1;3.4;"2024-10-15 11:13:38"
2558;2;72.2;"2024-10-15 11:13:38"
2559;5;0.0;"2024-10-15 11:13:38"
2560;6;0.0;"2024-10-15 11:13:38"
2561;3;0.0;"2024-10-15 11:13:38"
2562;4;1.0;"2024-10-15 11:13:38"
2563;7;895.0;"2024-10-15 11:13:48"
2564;8;55.0;"2024-10-15 11:13:48"
2565;10;763355.0;"2024-10-15 11:13:48"
2566;9;180318.0;"2024-10-15 11:13:48"
2567;1;2.1;"2024-10-15 11:14:08"
2568;2;72.2;"2024-10-15 11:14:08"
2569;5;0.0;"2024-10-15 11:14:08"
2570;6;0.0;"2024-10-15 11:14:08"
2571;3;0.0;"2024-10-15 11:14:08"
2572;4;1.0;"2024-10-15 11:14:08"
2573;7;895.0;"2024-10-15 11:14:19"
2574;8;55.0;"2024-10-15 11:14:19"
2575;10;763493.0;"2024-10-15 11:14:19"
2576;9;180445.0;"2024-10-15 11:14:19"
2577;1;3.2;"2024-10-15 11:14:38"
2578;2;72.4;"2024-10-15 11:14:38"
2579;5;0.0;"2024-10-15 11:14:38"
2580;6;0.0;"2024-10-15 11:14:39"
2581;3;0.0;"2024-10-15 11:14:39"
2582;4;1.0;"2024-10-15 11:14:39"
2583;7;895.0;"2024-10-15 11:14:49"
2584;8;55.0;"2024-10-15 11:14:49"
2585;10;763689.0;"2024-10-15 11:14:49"
2586;9;180599.0;"2024-10-15 11:14:49"
2587;1;4.6;"2024-10-15 11:15:09"
2588;2;72.3;"2024-10-15 11:15:09"
2589;5;0.0;"2024-10-15 11:15:09"
2590;6;0.0;"2024-10-15 11:15:09"
